group,team,fifa_rank,category,shirt_number,name,club,position_detail,dob,age,badges,epithet
E,Curaçao,82,Forward,14,Kenji Gorré,Maccabi Haifa,Forward,1994-09-29,31,,
E,Curaçao,82,Forward,16,Jearl Margaritha,Beveren,Forward (winger),2000-04-10,26,,Persistent
E,Curaçao,82,Forward,17,Brandley Kuwas,Volendam,Forward,1992-09-19,33,,Subject of rap song
E,Curaçao,82,Forward,19,Gervane Kastaneer,Terengganu FC,Forward,1996-06-09,30,,Overcame serious injury
E,Curaçao,82,Forward,21,Tahith Chong,Sheffield United,Forward,1999-12-04,26,breakout,Child prodigy
F,Netherlands,7,Coach,,Ronald Koeman,,Manager,,,,
F,Netherlands,7,Goalkeeper,1,Bart Verbruggen,Brighton,Goalkeeper,2002-08-18,23,,No 1 goalkeeper
F,Netherlands,7,Goalkeeper,13,Robin Roefs,Sunderland,Goalkeeper,2003-01-17,23,,
F,Netherlands,7,Goalkeeper,23,Mark Flekken,Bayer Leverkusen,Goalkeeper,1993-06-13,32,,Late bloomer
F,Netherlands,7,Defender,2,Jurriën Timber,Arsenal,Defender,2001-06-17,24,,
F,Netherlands,7,Defender,4,Virgil van Dijk,Liverpool,Defender,1991-07-08,34,star|captain|defender,Defensive rock
F,Netherlands,7,Defender,5,Nathan Aké,Manchester City,Defender,1995-02-18,31,,
F,Netherlands,7,Defender,6,Jan Paul van Hecke,Brighton,Defender,2000-06-08,26,,‘The Giant of Arnemuiden’
F,Netherlands,7,Defender,15,Micky van de Ven,Tottenham,Defender,2001-04-19,25,,
F,Netherlands,7,Defender,22,Denzel Dumfries,Inter,Defender,1996-04-18,30,,
F,Netherlands,7,Defender,25,Jorrel Hato,Chelsea,Defender,2006-03-07,20,breakout,
F,Netherlands,7,Midfielder,3,Marten de Roon,Atalanta,Midfielder,1991-03-29,35,,
F,Netherlands,7,Midfielder,8,Ryan Gravenberch,Liverpool,Midfielder,2002-05-16,24,,
F,Netherlands,7,Midfielder,12,Mats Wieffer,Brighton,Midfielder,1999-11-16,26,,Ice cream lover
F,Netherlands,7,Midfielder,14,Tijjani Reijnders,Manchester City,Midfielder,1998-07-29,27,,
F,Netherlands,7,Midfielder,16,Guus Til,PSV Eindhoven,Midfielder,1997-12-22,28,gem,Surprise call-up
F,Netherlands,7,Midfielder,20,Teun Koopmeiners,Juventus,Midfielder,1998-02-28,28,,
F,Netherlands,7,Midfielder,21,Frenkie de Jong,Barcelona,Midfielder,1997-05-12,29,midfielder,Midfield maestro
F,Netherlands,7,Midfielder,26,Quinten Timber,Marseille,Midfielder,2001-06-17,24,,
F,Netherlands,7,Forward,7,Justin Kluivert,Bournemouth,Forward (winger),1999-05-05,27,,
F,Netherlands,7,Forward,9,Wout Weghorst,Ajax,Forward,1992-08-07,33,,
F,Netherlands,7,Forward,10,Memphis Depay,Corinthians,Forward,1994-02-13,32,,Record goalscorer
F,Netherlands,7,Forward,11,Cody Gakpo,Liverpool,Forward (winger),1999-05-07,27,attacker,
F,Netherlands,7,Forward,17,Noa Lang,Napoli,Forward (winger),1999-06-17,26,,Maverick
F,Netherlands,7,Forward,18,Donyell Malen,Roma,Forward,1999-01-19,27,,
F,Netherlands,7,Forward,19,Brian Brobbey,Sunderland,Forward,2002-02-01,24,,
F,Netherlands,7,Forward,24,Crysencio Summerville,West Ham,Forward,2001-10-30,24,,Basketball lover
F,Japan,18,Coach,,Hajime Moriyasu,,Manager,,,,
F,Japan,18,Goalkeeper,1,Zion Suzuki,Parma,Goalkeeper,2002-08-21,23,,No 1 goalkeeper
F,Japan,18,Goalkeeper,12,Keisuke Osako,Sanfrecce Hiroshima,Goalkeeper,1999-07-28,26,,
F,Japan,18,Goalkeeper,23,Tomoki Hayakawa,Kashima Antlers,Goalkeeper,1999-03-03,27,,
F,Japan,18,Defender,2,Yukinari Sugawara,Southampton,Defender,2000-06-28,25,,
F,Japan,18,Defender,3,Shogo Taniguchi,Sint-Truiden,Defender,1991-07-15,34,,
F,Japan,18,Defender,4,Ko Itakura,Ajax,Defender,1997-01-27,29,,Cheerful personality
F,Japan,18,Defender,5,Yuto Nagatomo,FC Tokyo,Defender,1986-09-12,39,,Golden oldie
F,Japan,18,Defender,16,Tsuyoshi Watanabe,Feyenoord,Defender,1997-02-05,29,,
F,Japan,18,Defender,20,Ayumu Seko,Le Havre,Defender,2000-06-07,26,,
F,Japan,18,Defender,21,Hiroki Ito,Bayern Munich,Defender,1999-05-12,27,defender,Defensive rock
F,Japan,18,Defender,22,Takehiro Tomiyasu,Ajax,Defender,1998-11-05,27,,
F,Japan,18,Defender,25,Junnosuke Suzuki,FC Copenhagen,Defender,2003-07-12,22,,Former midfielder
F,Japan,18,Midfielder,6,Wataru Endo,Liverpool,Midfielder,1993-02-09,33,midfielder,‘The duel king’
F,Japan,18,Midfielder,7,Ao Tanaka,Leeds,Midfielder,1998-09-10,27,,Keen reader
F,Japan,18,Midfielder,15,Daichi Kamada,Crystal Palace,Midfielder,1996-08-05,29,,
F,Japan,18,Midfielder,17,Yuito Suzuki,Freiburg,Midfielder,2001-10-25,24,,
F,Japan,18,Midfielder,24,Kaishu Sano,Mainz,Midfielder,2000-12-30,25,,
F,Japan,18,Forward,8,Takefusa Kubo,Real Sociedad,Forward (winger),2001-06-04,25,star|attacker,‘The Japanese Messi’
F,Japan,18,Forward,9,Keisuke Goto,Sint-Truidense,Forward,2005-06-03,21,breakout|gem,
F,Japan,18,Forward,10,Ritsu Doan,Eintracht Frankfurt,Forward (winger),1998-06-16,27,,Big-game player
F,Japan,18,Forward,11,Daizen Maeda,Celtic,Forward,1997-10-20,28,,
F,Japan,18,Forward,13,Keito Nakamura,Stade de Reims,Forward (winger),2000-07-28,25,,
F,Japan,18,Forward,14,Junya Ito,KRC Genk,Forward (winger),1993-03-09,33,,
F,Japan,18,Forward,18,Ayase Ueda,Feyenoord,Forward,1998-08-28,27,,
F,Japan,18,Forward,19,Koki Ogawa,NEC Nijmegen,Forward,1997-08-08,28,,
F,Japan,18,Forward,26,Kento Shiogai,Wolfsburg,Forward,2005-03-26,21,,Lightning quick
F,Sweden,38,Coach,,Graham Potter,,Manager,,,,
F,Sweden,38,Goalkeeper,1,Jacob Widell Zetterström,Derby County,Goalkeeper,1998-07-11,27,,Keen reader
F,Sweden,38,Goalkeeper,12,Viktor Johansson,Stoke City,Goalkeeper,1998-09-14,27,,‘The Viking’
F,Sweden,38,Goalkeeper,23,Kristoffer Nordfeldt,AIK,Goalkeeper,1989-06-23,36,,
F,Sweden,38,Defender,2,Gustaf Lagerbielke,Braga,Defender,2000-04-10,26,defender,From a noble family
F,Sweden,38,Defender,3,Victor Lindelöf,Aston Villa,Defender,1994-07-17,31,captain,Veteran
F,Sweden,38,Defender,4,Isak Hien,Atalanta,Defender,1999-01-13,27,,
F,Sweden,38,Defender,5,Gabriel Gudmundsson,Leeds,Defender,1999-04-29,27,,
F,Sweden,38,Defender,6,Herman Johansson,FC Dallas,Defender,1997-10-16,28,,Late replacement
F,Sweden,38,Defender,8,Daniel Svensson,Borussia Dortmund,Defender,2002-02-12,24,,Running machine
F,Sweden,38,Defender,14,Hjalmar Ekdal,Burnley,Defender,1998-10-21,27,,
F,Sweden,38,Defender,15,Carl Starfelt,Celta Vigo,Defender,1995-06-01,31,,
F,Sweden,38,Defender,20,Eric Smith,St Pauli,Defender,1997-01-08,29,,
F,Sweden,38,Defender,24,Elliot Stroud,Mjällby,Defender,2002-06-22,23,,
F,Sweden,38,Midfielder,7,Lucas Bergvall,Tottenham,Midfielder,2006-02-02,20,breakout|midfielder,On the rise
F,Sweden,38,Midfielder,16,Jesper Karlström,Udinese,Midfielder,1995-06-21,30,,
F,Sweden,38,Midfielder,18,Yasin Ayari,Brighton,Midfielder,2003-10-06,22,,
F,Sweden,38,Midfielder,19,Mattias Svanberg,Wolfsburg,Midfielder,1999-01-05,27,,
F,Sweden,38,Midfielder,22,Besfort Zeneli,Union Saint-Gilloise,Midfielder,2002-11-21,23,,
F,Sweden,38,Forward,9,Alexander Isak,Liverpool,Forward,1999-09-21,26,star|attacker,Star player
F,Sweden,38,Forward,10,Benjamin Nygren,Celtic,Forward,2001-07-08,24,,
F,Sweden,38,Forward,11,Anthony Elanga,Newcastle,Forward (winger),2002-04-27,24,,Speedy
F,Sweden,38,Forward,13,Ken Sema,Pafos FC,Forward,1993-09-30,32,gem,Surprise call-up
F,Sweden,38,Forward,17,Viktor Gyökeres,Arsenal,Forward,1998-06-04,28,,In-form
F,Sweden,38,Forward,21,Alexander Bernhardsson,Holstein Kiel,Forward (winger),1998-09-08,27,,
F,Sweden,38,Forward,25,Gustaf Nilsson,Club Brugge,Forward,1997-05-23,29,,
F,Sweden,38,Forward,26,Taha Ali,Malmö FF,Forward (winger),1998-07-01,27,,Proving people wrong
F,Tunisia,44,Coach,,Sabri Lamouchi,,Manager,,,,
F,Tunisia,44,Goalkeeper,1,Mouhib Chamakh,Club Africain,Goalkeeper,2001-08-25,24,,
F,Tunisia,44,Goalkeeper,16,Aymen Dahmen,CS Sfaxien,Goalkeeper,1997-01-28,29,,experienced
F,Tunisia,44,Goalkeeper,22,Sabri Ben Hessen,Étoile du Sahel,Goalkeeper,1996-06-13,29,,
F,Tunisia,44,Defender,2,Ali Abdi,Nice,Defender,1993-12-20,32,defender,Veteran
F,Tunisia,44,Defender,3,Montassar Talbi,Lorient,Defender,1998-05-26,28,,Warrior
F,Tunisia,44,Defender,4,Omar Rekik,Maribor,Defender,2001-12-20,24,,Comeback kid
F,Tunisia,44,Defender,5,Adem Arous,Kasimpasa,Defender,2004-07-17,21,,
F,Tunisia,44,Defender,6,Dylan Bronn,Servette,Defender,1995-06-19,30,,Important squad member
F,Tunisia,44,Defender,20,Yan Valery,Sheffield Wednesday,Defender,1999-02-22,27,,
F,Tunisia,44,Defender,21,Mohamed Amine Ben Hmida,Espérance de Tunis,Defender,1995-12-15,30,,‘Every coach’s dream’
F,Tunisia,44,Defender,23,Moutaz Neffati,IFK Norrköping,Defender,2004-09-04,21,,
F,Tunisia,44,Defender,24,Raed Chikhaoui,US Monastir,Defender,2004-06-09,22,gem,Surprise call-up
F,Tunisia,44,Midfielder,10,Hannibal Mejbri,Burnley,Midfielder,2003-01-21,23,star|midfielder,Star player
F,Tunisia,44,Midfielder,11,Ismaël Gharbi,Braga,Midfielder,2004-04-10,22,,The future
F,Tunisia,44,Midfielder,12,Mortadha Ben Ouanes,Kasimpasa,Midfielder,1994-07-02,31,,
F,Tunisia,44,Midfielder,13,Rani Khedira,Union Berlin,Midfielder,1994-01-27,32,,Late arrival
F,Tunisia,44,Midfielder,15,Hadj Mahmoud,Lugano,Midfielder,2000-04-24,26,,
F,Tunisia,44,Midfielder,17,Ellyes Skhiri,Eintracht Frankfurt,Midfielder,1995-05-10,31,captain,Captain and leader
F,Tunisia,44,Midfielder,25,Anis Ben Slimane,Norwich City,Midfielder,2001-03-16,25,,The enigma
F,Tunisia,44,Forward,7,Elias Achouri,FC Copenhagen,Forward (winger),1999-02-10,27,attacker,Creative spark
F,Tunisia,44,Forward,8,Elias Saad,Augsburg,Forward,1999-12-27,26,,Former futsal player
F,Tunisia,44,Forward,9,Hazem Mastouri,Dynamo Makhachkala,Forward,1997-06-18,28,,
F,Tunisia,44,Forward,14,Khalil Ayari,Paris St-Germain,Forward,2005-02-02,21,,The big hope
F,Tunisia,44,Forward,18,Rayan Elloumi,Vancouver,Forward,2007-09-17,18,breakout,Teenage sensation
F,Tunisia,44,Forward,19,Firas Chaouat,Club Africain,Forward,1996-05-08,30,,Natural-born goalscorer
F,Tunisia,44,Forward,26,Sebastien Tounekti,Celtic,Forward,2002-07-13,23,,
G,Belgium,9,Coach,,Rudi Garcia,,Manager,,,,
G,Belgium,9,Goalkeeper,1,Thibaut Courtois,Real Madrid,Goalkeeper,1992-05-11,34,,Top shot-stopper
G,Belgium,9,Goalkeeper,12,Senne Lammens,Manchester United,Goalkeeper,2002-07-07,23,,‘The Ice Rabbit’
G,Belgium,9,Goalkeeper,13,Mike Penders,Chelsea,Goalkeeper,2005-07-31,20,gem,
G,Belgium,9,Defender,2,Zeno Debast,Sporting,Defender,2003-10-24,22,defender,Natural leader
G,Belgium,9,Defender,3,Arthur Theate,Eintracht Frankfurt,Defender,2000-05-25,26,,
G,Belgium,9,Defender,4,Brandon Mechele,Club Brugge,Defender,1992-01-28,34,,
G,Belgium,9,Defender,5,Maxim De Cuyper,Brighton,Defender,2000-12-22,25,,
G,Belgium,9,Defender,15,Thomas Meunier,Lille,Defender,1991-09-12,34,,Former postman
G,Belgium,9,Defender,16,Koni De Winter,Milan,Defender,2002-06-12,23,,
G,Belgium,9,Defender,18,Joaquin Seys,Club Brugge,Defender,2005-03-28,21,,
G,Belgium,9,Defender,21,Timothy Castagne,Fulham,Defender,1995-12-05,30,,
G,Belgium,9,Defender,25,Nathan Ngoy,Lille,Defender,2003-06-10,23,,
G,Belgium,9,Midfielder,6,Axel Witsel,Girona,Midfielder,1989-01-12,37,,Veteran
G,Belgium,9,Midfielder,7,Kevin De Bruyne,Napoli,Midfielder,1991-06-28,34,star|captain|midfielder,Global star
G,Belgium,9,Midfielder,8,Youri Tielemans,Aston Villa,Midfielder,1997-05-07,29,,Creative force
G,Belgium,9,Midfielder,20,Hans Vanaken,Club Brugge,Midfielder,1992-08-24,33,,Football shirt collector
G,Belgium,9,Midfielder,23,Nicolas Raskin,Rangers,Midfielder,2001-02-23,25,,
G,Belgium,9,Midfielder,24,Amadou Onana,Aston Villa,Midfielder,2001-08-16,24,,Midfield powerhouse
G,Belgium,9,Forward,9,Romelu Lukaku,Napoli,Forward,1993-05-13,33,attacker,Goal machine
G,Belgium,9,Forward,10,Leandro Trossard,Arsenal,Forward (winger),1994-12-04,31,,
G,Belgium,9,Forward,11,Jérémy Doku,Manchester City,Forward (winger),2002-05-27,24,,Speed bullet
G,Belgium,9,Forward,14,Dodi Lukébakio,Benfica,Forward,1997-09-24,28,,
G,Belgium,9,Forward,17,Charles De Ketelaere,Atalanta,Forward (winger),2001-03-10,25,,
G,Belgium,9,Forward,19,Diego Moreira,Strasbourg,Forward,2004-08-06,21,breakout,
G,Belgium,9,Forward,22,Alexis Saelemaekers,Milan,Forward,1999-06-27,26,,
G,Belgium,9,Forward,26,Matias Fernandez-Pardo,Lille,Forward,2005-02-03,21,,
G,Egypt,29,Coach,,Hossam Hassan,,Manager,,,,
G,Egypt,29,Goalkeeper,1,Mohamed El-Shenawy,Al Ahly,Goalkeeper,1988-12-18,37,,The veteran
G,Egypt,29,Goalkeeper,16,El Mahdy Soliman,Zamalek,Goalkeeper,1987-06-08,39,,
G,Egypt,29,Goalkeeper,23,Mostafa ‘Oufa’ Shobeir,Al Ahly,Goalkeeper,2000-03-17,26,,From goalkeeping family
G,Egypt,29,Goalkeeper,26,Mohamed Alaa,El Gouna,Goalkeeper,1999-01-01,27,,
G,Egypt,29,Defender,2,Yasser Ibrahim,Al Ahly,Defender,1993-02-10,33,gem|defender,Late bloomer
G,Egypt,29,Defender,3,Mohamed Hany,Al Ahly,Defender,1996-02-02,30,,One-club man
G,Egypt,29,Defender,4,Hossam Abdelmaguid,Zamalek,Defender,2001-04-30,25,,On the rise
G,Egypt,29,Defender,5,Ramy Rabia,Al Ain,Defender,1993-05-20,33,,Vocal leader
G,Egypt,29,Defender,6,Mohamed Abdelmonem,Nice,Defender,1999-02-01,27,,
G,Egypt,29,Defender,13,Ahmed Fatouh,Zamalek,Defender,1998-03-22,28,,
G,Egypt,29,Defender,15,Karim Hafez,Pyramids FC,Defender,1996-03-12,30,,
G,Egypt,29,Defender,24,Tarek Alaa,Pyramids FC,Defender,2002-01-05,24,,
G,Egypt,29,Midfielder,8,Emam Ashour,Al Ahly,Midfielder,1998-02-20,28,midfielder,
G,Egypt,29,Midfielder,11,Mostafa Ziko,Pyramids FC,Midfielder,1997-04-27,29,,Had to mature early
G,Egypt,29,Midfielder,14,Hamdy Fathy,Al-Wakrah,Midfielder,1994-09-29,31,,Anchor
G,Egypt,29,Midfielder,17,Mohanad Lasheen,Pyramids FC,Midfielder,1996-05-29,30,,
G,Egypt,29,Midfielder,18,Nabil 'Dunga' Emad,Al-Najma,Midfielder,1996-04-06,30,,
G,Egypt,29,Midfielder,19,Marwan Attia,Al Ahly,Midfielder,1998-08-01,27,,Midfield lynchpin
G,Egypt,29,Midfielder,21,Mahmoud Saber,Pyramids FC,Midfielder,2001-07-30,24,,
G,Egypt,29,Forward,7,Mahmoud Hassan ‘Trezeguet’,Al Ahly,Forward (winger),1994-10-01,31,,
G,Egypt,29,Forward,9,Hamza Abdelkarim,Al Ahly,Forward,2008-01-01,18,,'The Egyptian Haaland'
G,Egypt,29,Forward,10,Mohamed Salah,Liverpool,Forward (winger),1992-06-15,33,star|captain|attacker,National hero
G,Egypt,29,Forward,12,Haissem Hassan,Real Oviedo,Forward (winger),2002-02-08,24,breakout,Newcomer
G,Egypt,29,Forward,20,Ibrahim Adel,FC Nordsjælland,Forward (winger),2001-04-23,25,,Speed bullet
G,Egypt,29,Forward,22,Omar Marmoush,Manchester City,Forward,1999-02-07,27,,
G,Egypt,29,Forward,25,Ahmed Sayed ‘Zizo’,Al Ahly,Forward (winger),1996-01-10,30,,Unsung hero
G,Iran,21,Coach,,Amir Ghalenoei,,Manager,,,,
G,Iran,21,Goalkeeper,1,Alireza Beiranvand,Tractor,Goalkeeper,1992-09-21,33,,No 1 goalkeeper
G,Iran,21,Goalkeeper,12,Payam Niazmand,Persepolis,Goalkeeper,1995-04-06,31,,
G,Iran,21,Goalkeeper,22,Seyed Hossein Hosseini,Sepahan,Goalkeeper,1992-06-30,33,,
G,Iran,21,Defender,2,Saleh Hardani,Esteghlal,Defender,1998-12-26,27,,
G,Iran,21,Defender,3,Ehsan Hajsafi,Sepahan,Defender,1990-02-25,36,,Plays with anger
G,Iran,21,Defender,4,Shoja Khalilzadeh,Tractor,Defender,1989-05-14,37,defender,No-nonsense
G,Iran,21,Defender,5,Milad Mohammadi,Persepolis,Defender,1993-09-29,32,,
G,Iran,21,Defender,13,Hossein Kanaani-Zadegan,Persepolis,Defender,1994-03-23,32,,Outspoken
G,Iran,21,Defender,17,Aria Yousefi,Sepahan,Defender,2002-04-22,24,,
G,Iran,21,Defender,19,Ali Nemati,Foolad Khuzestan,Defender,1996-02-07,30,,Helping others
G,Iran,21,Defender,23,Ramin Rezaeian,Foolad Khuzestan,Defender,1990-03-21,36,,Showman
G,Iran,21,Defender,25,Danial Eiri,Malavan,Defender,2003-10-26,22,,
G,Iran,21,Midfielder,6,Saeid Ezatolahi,Shabab Al-Ahli,Midfielder,1996-10-01,29,midfielder,
G,Iran,21,Midfielder,14,Saman Ghoddos,Al Ittihad Kalba,Midfielder,1993-09-06,32,,
G,Iran,21,Midfielder,15,Rouzbeh Cheshmi,Esteghlal,Midfielder,1993-06-24,32,,
G,Iran,21,Midfielder,21,Mohammad Ghorbani,Al Wahda,Midfielder,2001-05-21,25,,
G,Iran,21,Midfielder,26,Amirmohammad Razzaghinia,Esteghlal,Midfielder,2006-04-11,20,breakout|gem,Future star
G,Iran,21,Forward,7,Alireza Jahanbakhsh,Dender,Forward (winger),1993-08-11,32,,Well-travelled
G,Iran,21,Forward,8,Mohammad Mohebi,Rostov,Forward (winger),1998-12-20,27,,
G,Iran,21,Forward,9,Mehdi Taremi,Olympiakos,Forward,1992-07-18,33,,Inspiration
G,Iran,21,Forward,10,Mehdi Ghaedi,Al Nassr,Forward (winger),1998-12-05,27,attacker|star,Game-changer
G,Iran,21,Forward,11,Ali Alipour,Persepolis,Forward,1995-11-11,30,,
G,Iran,21,Forward,16,Mehdi Torabi,Tractor,Forward (winger),1994-09-10,31,,
G,Iran,21,Forward,18,Amirhossein Hosseinzadeh,Tractor,Forward,2000-10-30,25,,In-form goalscorer
G,Iran,21,Forward,20,Shahriar Moghanloo,Kalba,Forward,1994-12-21,31,,Shock call-up
G,Iran,21,Forward,24,Dennis-Yerai Eckert Ayensa,Standard Liège,Forward,1997-01-09,29,,
G,New Zealand,85,Coach,,Darren Bazeley,,Manager,,,,
G,New Zealand,85,Goalkeeper,1,Max Crocombe,Millwall,Goalkeeper,1993-08-12,32,,
G,New Zealand,85,Goalkeeper,12,Alex Paulsen,Bournemouth,Goalkeeper,2002-07-04,23,,
G,New Zealand,85,Goalkeeper,22,Michael Woud,Auckland FC,Goalkeeper,1999-01-16,27,,
G,New Zealand,85,Defender,2,Tim Payne,Wellington Phoenix,Defender,1994-01-10,32,defender,Social media star
G,New Zealand,85,Defender,3,Francis de Vries,Auckland FC,Defender,1994-11-28,31,,Psychology buff
G,New Zealand,85,Defender,4,Tyler Bindon,Sheffield United,Defender,2005-01-27,21,,Mr Calm
G,New Zealand,85,Defender,5,Michael Boxall,Minnesota United,Defender,1988-08-18,37,,Trainers aficionado
G,New Zealand,85,Defender,13,Liberato Cacace,Wrexham,Defender,2000-09-27,25,,Influential
G,New Zealand,85,Defender,15,Nando Pijnaker,Auckland FC,Defender,1999-02-25,27,,
G,New Zealand,85,Defender,16,Finn Surman,Portland,Defender,2003-09-23,22,,
G,New Zealand,85,Defender,24,Callan Elliot,Auckland FC,Defender,1999-07-07,26,,
G,New Zealand,85,Defender,26,Tommy Smith,Braintree Town,Defender,1990-03-31,36,captain,Experienced
G,New Zealand,85,Midfielder,6,Joe Bell,Viking,Midfielder,1999-04-27,27,midfielder,All-round midfielder
G,New Zealand,85,Midfielder,7,Matt Garbett,Peterborough United,Midfielder,2002-04-13,24,,
G,New Zealand,85,Midfielder,8,Marko Stamenić,Swansea City,Midfielder,2002-02-19,24,,
G,New Zealand,85,Midfielder,10,Sarpreet Singh,Backa Topola,Midfielder,1999-02-20,27,,
G,New Zealand,85,Midfielder,14,Alex Rufer,Wellington Phoenix,Midfielder,1996-06-12,29,,Keen fisher
G,New Zealand,85,Midfielder,23,Ryan Thomas,PEC Zwolle,Midfielder,1994-12-20,31,,Comeback kid
G,New Zealand,85,Midfielder,25,Lachlan Bayliss,Newcastle Jets,Midfielder,2002-07-24,23,,
G,New Zealand,85,Forward,9,Chris Wood,Nottingham Forest,Forward,1991-12-07,34,attacker|star,Goal machine
G,New Zealand,85,Forward,11,Eli Just,Motherwell,Forward (winger),2000-05-01,26,,
G,New Zealand,85,Forward,17,Kosta Barbarouses,Western Sydney Wanderers,Forward (winger),1990-02-19,36,,
G,New Zealand,85,Forward,18,Ben Waine,Port Vale,Forward,2001-06-11,25,,Interested in psychology
G,New Zealand,85,Forward,19,Ben Old,St Étienne,Forward (winger),2002-08-13,23,breakout,Golf child prodigy
G,New Zealand,85,Forward,20,Callum McCowatt,Silkeborg,Forward (winger),1999-04-30,27,,
G,New Zealand,85,Forward,21,Jesse Randall,Auckland FC,Forward (winger),2002-08-19,23,gem,Surprise call-up
H,Spain,2,Coach,,Luis de la Fuente,,Manager,,,,
H,Spain,2,Goalkeeper,1,David Raya,Arsenal,Goalkeeper,1995-09-15,30,,Former futsal player
H,Spain,2,Goalkeeper,13,Joan García,Barcelona,Goalkeeper,2001-05-04,25,,
H,Spain,2,Goalkeeper,23,Unai Simón,Athletic Club,Goalkeeper,1997-06-11,29,,No 1 goalkeeper
H,Spain,2,Defender,2,Marc Pubill,Atlético Madrid,Defender,2003-06-20,22,,
H,Spain,2,Defender,3,Álex Grimaldo,Bayer Leverkusen,Defender,1995-09-20,30,,Dead-ball specialist
H,Spain,2,Defender,4,Eric García,Barcelona,Defender,2001-01-09,25,,
H,Spain,2,Defender,5,Marcos Llorente,Atlético Madrid,Defender,1995-01-30,31,,Polarising figure
H,Spain,2,Defender,12,Pedro Porro,Tottenham,Defender,1999-09-13,26,,Street player
H,Spain,2,Defender,14,Aymeric Laporte,Athletic Club,Defender,1994-05-27,32,,
H,Spain,2,Defender,22,Pau Cubarsí,Barcelona,Defender,2007-01-22,19,defender|captain,Young leader
H,Spain,2,Defender,24,Marc Cucurella,Chelsea,Defender,1998-07-22,27,,
H,Spain,2,Midfielder,6,Mikel Merino,Arsenal,Midfielder,1996-06-22,29,,
H,Spain,2,Midfielder,8,Fabián Ruiz,Paris St-Germain,Midfielder,1996-04-03,30,,
H,Spain,2,Midfielder,9,Gavi,Barcelona,Midfielder,2004-08-05,21,,
H,Spain,2,Midfielder,10,Dani Olmo,Barcelona,Midfielder,1998-05-07,28,,
H,Spain,2,Midfielder,15,Álex Baena,Atlético Madrid,Midfielder,2001-07-20,24,,
H,Spain,2,Midfielder,16,Rodri,Manchester City,Midfielder,1996-06-22,29,,Ballon d'Or winner
H,Spain,2,Midfielder,18,Martín Zubimendi,Arsenal,Midfielder,1999-02-02,27,,Mr Consistent
H,Spain,2,Midfielder,20,Pedri,Barcelona,Midfielder,2002-11-25,23,midfielder,Tempo-setter
H,Spain,2,Forward,7,Ferran Torres,Barcelona,Forward (winger),2000-02-29,26,,
H,Spain,2,Forward,11,Yéremy Pino,Crystal Palace,Forward (winger),2002-10-20,23,,
H,Spain,2,Forward,17,Nico Williams,Athletic Club,Forward (winger),2002-07-12,23,,
H,Spain,2,Forward,19,Lamine Yamal,Barcelona,Forward (winger),2007-07-13,18,star|breakout|attacker|gem,Super star
H,Spain,2,Forward,21,Mikel Oyarzabal,Real Sociedad,Forward,1997-04-21,29,,
H,Spain,2,Forward,25,Víctor Muñoz,Osasuna,Forward (winger),2003-07-13,22,,
H,Spain,2,Forward,26,Borja Iglesias,Celta Vigo,Forward,1993-01-17,33,,
H,Uruguay,17,Coach,,Marcelo Bielsa,,Manager,,,,
H,Uruguay,17,Goalkeeper,1,Sergio Rochet,Internacional,Goalkeeper,1993-03-23,33,,
H,Uruguay,17,Goalkeeper,12,Santiago Mele,Monterrey,Goalkeeper,1997-09-06,28,,
H,Uruguay,17,Goalkeeper,23,Fernando Muslera,Estudiantes de La Plata,Goalkeeper,1986-06-16,39,,History maker
H,Uruguay,17,Defender,2,José María Giménez,Atlético Madrid,Defender,1995-01-20,31,captain,Captain
H,Uruguay,17,Defender,3,Sebastián Cáceres,Club América,Defender,1999-08-18,26,,
H,Uruguay,17,Defender,4,Ronald Araújo,Barcelona,Defender,1999-03-07,27,defender,Defensive rock
H,Uruguay,17,Defender,13,Guillermo Varela,Flamengo,Defender,1993-03-24,33,,Comeback kid
H,Uruguay,17,Defender,16,Mathías Olivera,Napoli,Defender,1997-10-31,28,,
H,Uruguay,17,Defender,17,Matías Viña,River Plate,Defender,1997-11-09,28,,Resilient
H,Uruguay,17,Defender,22,Joaquín Piquerez,Palmeiras,Defender,1998-08-24,27,,
H,Uruguay,17,Defender,24,Santiago Bueno,Wolves,Defender,1998-11-09,27,,
H,Uruguay,17,Defender,25,Juan Manuel Sanabria,Real Salt Lake,Defender,2000-03-29,26,,Versatile
H,Uruguay,17,Midfielder,5,Manuel Ugarte,Manchester United,Midfielder,2001-04-11,25,,‘El Poeta’
H,Uruguay,17,Midfielder,6,Rodrigo Bentancur,Tottenham,Midfielder,1997-06-25,28,,
H,Uruguay,17,Midfielder,7,Nicolás de la Cruz,Flamengo,Midfielder,1997-06-01,29,,
H,Uruguay,17,Midfielder,8,Federico Valverde,Real Madrid,Midfielder,1998-07-22,27,star|midfielder,Talisman
H,Uruguay,17,Midfielder,10,Giorgian de Arrascaeta,Flamengo,Midfielder,1994-06-01,32,,Icon in Brazil
H,Uruguay,17,Midfielder,14,Agustín Canobbio,Fluminense,Midfielder,1998-10-01,27,,
H,Uruguay,17,Midfielder,15,Emiliano Martínez,Palmeiras,Midfielder,1999-08-17,26,,
H,Uruguay,17,Midfielder,26,Rodrigo Zalazar,Braga,Midfielder,1999-08-12,26,,
H,Uruguay,17,Forward,9,Darwin Núñez,Al-Hilal,Forward,1999-06-24,26,attacker,Trump card
